#Gene_name	LTL331_pre_Cx (bio1)	LTL331_pre_Cx (bio2)	LTL331_Cx_8wk	LTL331_Cx_12wk	LTL331_Cx_relapsed_NEPC (bio1)	LTL331_Cx_relapsed_NEPC (bio2)
MGST1	13989 	4713 	3016 	2464 	2877 	1421 
EEF1B2P3	82 	29 	28 	15 	42 	37 
APRT	3633 	1239 	934 	643 	566 	524 
TENM1	4139 	1139 	857 	698 	167 	35 
GYG1	3081 	2348 	760 	718 	483 	715 
DIRAS2	275 	242 	115 	69 	28 	60 
ME1	994 	719 	442 	227 	190 	174 
NT5DC2	9359 	7106 	3662 	2191 	11970 	11293 
DHFR	3509 	4152 	1569 	1020 	5655 	5227 
CDKN2D	829 	588 	328 	189 	4785 	5258 
MCM10	656 	825 	372 	197 	2110 	2626 
GCNT2	3356 	3985 	1078 	978 	204 	541 
NCAPD3	10275 	25601 	6233 	4780 	11107 	9267 
GTF3A	2737 	1786 	708 	604 	2391 	2479 
NCAPG	1547 	2098 	911 	487 	6166 	6563 
ATP1B3	6699 	3485 	2135 	1364 	2442 	2151 
HOXC4	81 	17 	29 	13 	13 	61 
CKMT1A	753 	383 	252 	153 	425 	327 
CYP39A1	4644 	3286 	1452 	1066 	118 	53 
TP53I3	3116 	1632 	646 	640 	1864 	1846 
SUGCT	440 	248 	121 	93 	9 	9 
RPL26	20176 	4882 	5239 	3386 	4750 	3793 
MXD3	2814 	1608 	938 	598 	5556 	4241 
DYNC1I1	93 	89 	21 	25 	107 	254 
AGMAT	1197 	1498 	557 	365 	54 	41 
ZNF615	14309 	12510 	4252 	3633 	1036 	1605 
TNK2-AS1	166 	296 	49 	63 	83 	97 
TTK	1339 	2010 	822 	454 	3750 	4391 
PRDM1	495 	1527 	805 	274 	20 	10 
MT-ATP8	61046 	2376 	21897 	8604 	6014 	1216 
MINOS1	4454 	1391 	904 	793 	1723 	1279 
PPM1E	602 	2325 	889 	398 	2063 	2604 
MRPL12	1843 	769 	540 	355 	663 	702 
KIF20A	2518 	3644 	1885 	837 	6218 	9842 
IMPA2	4181 	3686 	1002 	1070 	368 	243 
RPL4P4	195 	111 	54 	42 	134 	98 
AGTRAP	12644 	6412 	2189 	2597 	1465 	929 
PPP1R14B	3705 	1182 	848 	667 	2670 	2363 
EOMES	141 	466 	135 	83 	3 	3 
ITIH6	167 	239 	127 	55 	9 	6 
GDF15	7276 	3581 	789 	1486 	37 	12 
BASP1	13728 	8102 	3471 	2994 	2029 	4497 
C11orf83	2085 	855 	529 	404 	715 	762 
GDA	127 	481 	28 	84 	1 	1 
GUSBP5	94 	139 	38 	32 	25 	56 
GADD45GIP1	3567 	1265 	938 	667 	1652 	1614 
RPS10L	137 	87 	42 	31 	25 	32 
C7orf55	1713 	921 	481 	365 	610 	1012 
ACTL10	1047 	1057 	293 	292 	330 	253 
EBF2	459 	155 	49 	85 	4 	3 
BUB1B	1865 	1643 	768 	487 	8218 	10456 
NDUFB10	6053 	3718 	1931 	1361 	2142 	2796 
DBF4	1927 	1592 	678 	490 	2900 	3411 
MYBL1	1435 	2111 	1023 	494 	5868 	3825 
KLK6	20 	0 	42 	3 	0 	0 
IRS1	3020 	4822 	614 	1093 	831 	1439 
CDCA5	1408 	1491 	704 	404 	5718 	7720 
NEIL3	366 	405 	213 	108 	1368 	1382 
MAFB	4664 	2447 	932 	994 	565 	1478 
EDF1	15789 	4548 	3616 	2845 	4302 	4150 
PYURF	745 	190 	141 	131 	169 	122 
PDIA5	2038 	1959 	878 	560 	256 	507 
GLUD1	8112 	8162 	3278 	2283 	1899 	1979 
KIFC1	1548 	2698 	1123 	596 	7815 	10270 
VIM-AS1	240 	149 	27 	55 	10 	3 
NDUFS6	4807 	2463 	1289 	1023 	1618 	2198 
LIPT2	239 	147 	106 	54 	319 	407 
EIF4EBP1	4136 	1807 	1092 	837 	2064 	2735 
SLC27A4	3724 	4447 	1449 	1151 	3404 	3292 
PRIMA1	1104 	1763 	448 	404 	320 	378 
SHISA6	648 	924 	628 	222 	84 	45 
NUSAP1	2486 	2446 	1227 	696 	8836 	7777 
RORB	6259 	20875 	3986 	3836 	45 	57 
FKBP4	11038 	3896 	3409 	2114 	4876 	5942 
FLJ27365	4842 	3639 	1488 	1201 	7834 	4131 
POC1A	863 	715 	348 	224 	1424 	1169 
PRADC1	877 	264 	226 	162 	916 	538 
C1orf53	179 	42 	82 	31 	75 	41 
MRPL28	6238 	2489 	1510 	1238 	2214 	2488 
KLK10	128 	127 	54 	36 	62 	124 
SKA1	462 	460 	236 	131 	1080 	1314 
QDPR	2715 	1677 	1071 	625 	1037 	1260 
UQCRQ	9073 	3961 	2599 	1856 	3707 	3064 
NEK2	927 	1245 	514 	310 	3593 	4360 
NME1	3321 	1749 	1180 	723 	1892 	2040 
MRPL54	1680 	556 	381 	319 	744 	642 
CASKIN1	513 	1241 	462 	250 	951 	898 
FBLL1	306 	221 	139 	75 	165 	353 
ARSG	546 	893 	205 	206 	553 	510 
OGDHL	7284 	7581 	2464 	2131 	1213 	539 
MRPL36	1796 	997 	548 	401 	541 	775 
U47924.31	360 	118 	102 	69 	110 	211 
PRR11	1202 	2396 	900 	519 	5048 	5605 
C19orf10	6566 	3093 	1709 	1394 	1758 	2336 
REEP4	1164 	848 	351 	291 	1528 	1768 
SEC61G	4728 	2135 	1213 	991 	1869 	2866 
CCNA2	2596 	2632 	1298 	756 	6598 	8644 
CDCA8	1752 	2110 	1025 	558 	4762 	7135 
C15orf61	979 	457 	294 	208 	1277 	1275 
VKORC1	3045 	756 	881 	550 	1740 	1220 
SLIRP	2629 	731 	652 	486 	1520 	1177 
NCCRP1	108 	56 	34 	24 	18 	8 
SKA3	532 	558 	277 	158 	1375 	1412 
MAGEB17	167 	85 	77 	36 	1 	0 
HOXA10	2588 	1068 	669 	530 	127 	292 
ALDH4A1	3733 	2867 	1368 	958 	1697 	1174 
PAOX	1204 	1266 	597 	359 	103 	44 
MLF2	18145 	7520 	5142 	3729 	6786 	7079 
SHCBP1	382 	706 	259 	158 	782 	1095 
FAM21B	1785 	3292 	666 	738 	348 	287 
FFAR2	659 	298 	73 	139 	3 	26 
SCAND1	4955 	1656 	1252 	962 	2381 	2622 
HMG20B	19662 	13061 	5671 	4762 	7359 	5271 
SLC25A21	327 	424 	153 	109 	218 	159 
CHRNA5	744 	759 	207 	219 	586 	527 
FADS1	6801 	8449 	2677 	2224 	6077 	6286 
H1FX	19712 	10403 	5452 	4399 	14756 	18523 
TPX2	5815 	6785 	3350 	1843 	16155 	18079 
C12orf73	1386 	848 	465 	327 	746 	982 
KIF22	7359 	5964 	2550 	1954 	11009 	11691 
KIF2C	1589 	1834 	912 	503 	5061 	6786 
SPOCK1	66034 	51040 	26232 	17256 	18004 	9104 
RAB11B-AS1	604 	283 	114 	131 	268 	256 
C17orf89	1825 	641 	582 	364 	811 	634 
DRAXIN	384 	532 	173 	135 	388 	785 
PTGR1	8936 	7606 	3594 	2443 	1154 	1477 
FOXQ1	205 	127 	109 	49 	17 	96 
CDKN2C	3170 	2887 	1752 	895 	8364 	9557 
BTNL9	641 	424 	165 	157 	40 	48 
ATP6V0E2	11020 	6378 	4058 	2572 	5929 	4896 
SLC25A10	2890 	1625 	895 	668 	831 	804 
FAM72B	159 	189 	95 	52 	541 	530 
TFPT	1984 	1056 	607 	453 	587 	829 
CPE	17377 	13559 	9756 	4607 	45008 	43888 
CDC45	570 	445 	262 	151 	1982 	1851 
C2orf72	2501 	2264 	486 	711 	13 	5 
SSR4	7014 	2751 	1736 	1460 	3330 	3250 
RPLP0P6	406 	269 	131 	101 	261 	267 
PGP	3038 	1651 	968 	702 	3759 	2664 
PLCXD3	18 	37 	43 	8 	4901 	2335 
FAM19A2	332 	567 	396 	135 	75 	39 
CLPP	3474 	1977 	1307 	819 	1811 	1842 
ASF1B	2438 	2140 	1320 	688 	4652 	4531 
RIPPLY3	1143 	1089 	421 	336 	2456 	1658 
TMEM206	1006 	954 	340 	295 	637 	536 
TMEM160	865 	238 	214 	166 	649 	648 
PLA2G4F	1019 	1113 	521 	321 	11 	11 
TRGC2	17301 	11328 	4560 	4313 	8 	2 
COX17	1879 	757 	460 	398 	1699 	1886 
KCNG3	346 	354 	112 	106 	132 	116 
ATP5D	6715 	2120 	2173 	1336 	3001 	3176 
FAAH	14085 	10429 	6404 	3706 	1333 	839 
TBX15	174 	80 	38 	38 	46 	62 
NT5M	717 	218 	210 	141 	450 	371 
ZNF350	5446 	5658 	1902 	1682 	655 	744 
UBE2T	1630 	1247 	720 	436 	3400 	4196 
C16orf13	6061 	2474 	1623 	1295 	2470 	1748 
GINS2	1437 	551 	396 	302 	1483 	1461 
H2AFZ	12739 	8252 	4031 	3185 	14932 	16955 
TSPO	2643 	1621 	820 	647 	370 	372 
MANEAL	5990 	4405 	1874 	1578 	3620 	3724 
TAOK3	10618 	6596 	2728 	2618 	907 	1361 
TXNL4A	2006 	950 	631 	450 	1614 	1707 
STYK1	3845 	1668 	684 	839 	5 	1 
C16orf91	1169 	502 	284 	255 	645 	825 
STMN3	1044 	707 	392 	267 	9918 	8088 
NPR3	3275 	9459 	3420 	1944 	120 	95 
TIMM8B	3187 	1894 	1113 	776 	1571 	2326 
KRT18	25922 	17271 	7789 	6605 	32503 	27370 
ADI1	18178 	10059 	6928 	4318 	5465 	5386 
GLYCTK	1027 	931 	279 	300 	1856 	1405 
HMGB2	11735 	10445 	4847 	3396 	24322 	28746 
IGF1R	34777 	28277 	9634 	9663 	6264 	6627 
RFC3	1618 	1832 	699 	530 	3419 	3231 
RPL13P12	133 	29 	29 	25 	34 	23 
CDC25A	689 	615 	297 	201 	2379 	2730 
KMT2E-AS1	148 	25 	31 	27 	86 	96 
UPK3BL	112 	22 	38 	21 	60 	21 
ZNF577	4555 	4560 	1619 	1404 	622 	645 
EEF1E1	870 	342 	229 	187 	589 	536 
WDR62	3374 	4308 	1920 	1184 	16081 	15384 
PDE11A	5482 	708 	2135 	955 	172 	141 
PART1	4312 	2548 	1046 	1059 	10 	4 
MRPS15	3592 	1549 	1115 	797 	1856 	1799 
C6orf226	653 	375 	185 	160 	197 	427 
GPR158	3706 	7117 	2045 	1684 	1631 	1139 
Y_RNA	279 	101 	54 	59 	166 	111 
SLC52A3	15496 	14336 	12893 	4645 	792 	24 
CYCS	9523 	5219 	2652 	2298 	14888 	15231 
PRDX2	18263 	10912 	8091 	4548 	17101 	13125 
BCAP31	9951 	6090 	2812 	2502 	4565 	4206 
SCD	9422 	19182 	3685 	4465 	7496 	7409 
SNRNP25	2775 	1223 	983 	624 	1681 	1670 
DCTPP1	5067 	2128 	1580 	1123 	1562 	1774 
PITHD1	5441 	2973 	1474 	1315 	1987 	1882 
MIS18A	1792 	1076 	526 	448 	1556 	1614 
HYLS1	1807 	1008 	646 	440 	2366 	2996 
HDAC9	11858 	8604 	4913 	3199 	3178 	4286 
PHYHIPL	1732 	783 	367 	393 	5456 	4760 
POLE4	1931 	591 	527 	395 	1405 	1392 
MEA1	4966 	1874 	1610 	1071 	2457 	2129 
DNPH1	3296 	2188 	1122 	859 	687 	899 
STARD8	171 	353 	201 	82 	1321 	908 
RAC3	1246 	1588 	676 	445 	849 	849 
DOCK8	2940 	3993 	1123 	1088 	11 	2 
CBS	4086 	6332 	2841 	1636 	405 	652 
NRL	209 	94 	56 	48 	280 	246 
SNHG3	5437 	3770 	1883 	1448 	5186 	8753 
PHB2	11920 	4560 	3208 	2594 	7371 	8170 
MMP24-AS1	3975 	1263 	1005 	825 	966 	705 
FAM110A	4222 	2417 	1075 	1046 	1893 	2096 
RBM3	15357 	16370 	4666 	5005 	17321 	18240 
C9orf40	843 	390 	299 	195 	1495 	1235 
GPX3	8490 	4135 	2147 	1992 	387 	241 
LAGE3	2076 	946 	823 	478 	963 	1217 
PLOD2	13583 	1759 	1302 	2430 	3982 	3383 
LY6G5C	377 	176 	138 	88 	197 	122 
MRPL23	2046 	706 	518 	436 	1088 	1069 
PEMT	1242 	425 	337 	264 	710 	696 
DANCR	6216 	2770 	2641 	1426 	5394 	5291 
DHRS13	2487 	3435 	1532 	940 	790 	787 
RPL36	24192 	7661 	7682 	5074 	4290 	6353 
ODC1	11353 	12086 	6381 	3735 	22522 	27358 
FUOM	521 	301 	119 	131 	86 	97 
BTNL2	292 	26 	166 	51 	0 	0 
PPIB	8401 	5095 	2799 	2153 	3449 	3947 
AURKAIP1	5122 	2435 	1408 	1206 	3446 	3196 
KIAA0101	2711 	2083 	1349 	765 	2397 	3025 
ASPHD1	580 	709 	259 	206 	564 	648 
SURF2	1749 	569 	395 	370 	607 	689 
IDH1-AS1	168 	68 	43 	38 	6 	8 
ZMYND19	2630 	1702 	723 	693 	2006 	1639 
C1orf233	3835 	2096 	1540 	949 	2532 	2403 
PPDPF	43957 	12910 	12015 	9103 	19088 	11272 
SELV	319 	307 	196 	100 	185 	337 
CDCA2	501 	635 	317 	182 	1402 	2076 
HSBP1	10183 	6170 	2834 	2621 	8645 	7626 
KIF14	1195 	2266 	976 	555 	7103 	6812 
MRPS12	1608 	758 	534 	382 	826 	826 
GGCT	5982 	2531 	1692 	1373 	2366 	2171 
FAM72A	122 	119 	65 	39 	414 	385 
EEF1A1P6	167 	115 	56 	46 	63 	68 
MYEOV2	2941 	1156 	809 	662 	988 	1486 
RGPD3	322 	469 	104 	128 	1083 	135 
SULT2B1	702 	508 	230 	196 	11 	5 
DLX1	2737 	2160 	1369 	793 	3616 	2081 
TMEM8A	15392 	12702 	4314 	4551 	4880 	3651 
ENDOD1	5759 	5161 	2246 	1769 	292 	388 
CBLC	4654 	4138 	1512 	1424 	108 	140 
SERHL2	486 	384 	166 	141 	202 	276 
NBL1	1916 	1405 	522 	538 	479 	291 
TIMM23	3831 	1532 	1041 	870 	1545 	1430 
HNRNPAB	12600 	7873 	3823 	3324 	15787 	17174 
ZNF524	1271 	505 	376 	289 	442 	340 
PCA3	180 	49 	50 	37 	85 	64 
ID2	2534 	2009 	1042 	740 	6187 	2300 
SRP14	18306 	5404 	4919 	3865 	9441 	7577 
GADD45G	831 	451 	208 	209 	3300 	2906 
HPN	7213 	3913 	2415 	1817 	326 	72 
ADAMTS9-AS1	94 	95 	79 	31 	2 	0 
PPIA	54795 	33449 	19803 	14412 	35033 	32525 
TIMM17B	3654 	1435 	1125 	831 	2233 	2060 
PTK6	3297 	4149 	1238 	1217 	79 	84 
VIPR1	10093 	10953 	4323 	3443 	1065 	563 
HOXA11-AS	8936 	3258 	3308 	1995 	14 	4 
SCN1B	877 	624 	390 	246 	1919 	554 
COX8A	10379 	4578 	3372 	2448 	5669 	5879 
IL17D	424 	219 	152 	105 	210 	107 
FAM89B	2444 	818 	677 	535 	1062 	1025 
USMG5	1769 	910 	654 	439 	840 	871 
TXNDC17	1583 	846 	519 	398 	399 	604 
RTKN2	3339 	3946 	1602 	1195 	14977 	14278 
C4orf48	994 	171 	317 	191 	513 	509 
IQGAP2	14303 	19782 	7877 	5595 	13 	8 
LSMD1	2106 	913 	727 	496 	764 	759 
LSM4	7446 	3041 	2372 	1723 	7161 	5989 
FAM110B	10084 	7321 	2231 	2861 	79 	27 
TMEM176A	102 	139 	57 	40 	2 	2 
ENO1	58718 	27695 	13136 	14213 	39027 	44583 
PTGER4	543 	440 	82 	162 	8 	10 
F12	1268 	776 	526 	336 	179 	551 
TRGC1	44597 	44091 	14177 	14619 	23 	9 
GCSH	668 	515 	329 	195 	231 	233 
CAV2	278 	202 	56 	79 	3 	9 
TMEM178A	2111 	1018 	809 	517 	1235 	1207 
CCDC86	3498 	1904 	947 	894 	991 	1544 
HINT1	17854 	7956 	5389 	4273 	7364 	8473 
EMILIN3	341 	446 	167 	130 	525 	546 
MKI67	7730 	13397 	6244 	3498 	37583 	40139 
NUDT9	5190 	2825 	1750 	1328 	1461 	1599 
HN1	6872 	4676 	2841 	1914 	9594 	9669 
FAM134B	5053 	3363 	1783 	1395 	3077 	4939 
TMA7	9156 	3773 	3165 	2143 	4591 	4482 
CTGLF11P	44 	27 	30 	12 	17 	15 
FAM27E3	132 	107 	59 	40 	269 	283 
SYT2	937 	1362 	167 	382 	115 	372 
APOC1	78 	60 	26 	23 	21 	21 
PRC1	4559 	7009 	3182 	1921 	18550 	20172 
OTOP3	18 	106 	21 	21 	27 	23 
SAT1	79990 	27708 	13656 	17908 	2236 	1321 
TMEM251	2043 	993 	621 	505 	584 	544 
SLC25A6	8899 	7272 	3500 	2692 	8904 	13333 
KIF23	2272 	3169 	1686 	906 	8906 	9484 
TSC22D1	35935 	29101 	10284 	10832 	8186 	7934 
TMEM256	1467 	629 	465 	349 	299 	315 
SHMT1	8822 	5288 	2960 	2351 	3307 	2410 
SDF2L1	560 	315 	192 	146 	525 	1130 
NR2E1	234 	474 	175 	118 	119 	28 
CENPE	1778 	3247 	1336 	838 	7700 	7073 
GMNN	5949 	1408 	1482 	1227 	2889 	2826 
STK17B	3531 	2941 	984 	1081 	8415 	12968 
NME3	7233 	2592 	2462 	1642 	1246 	852 
ALKBH7	3529 	1316 	1269 	810 	819 	871 
TRIM46	916 	1062 	457 	331 	2193 	2230 
TRGVB	327 	137 	90 	78 	0 	0 
RPL36A	5590 	1641 	1505 	1210 	1843 	1432 
PKMYT1	1514 	1865 	929 	566 	6701 	7037 
TSTA3	7262 	3666 	2145 	1831 	2691 	2237 
TUBB3	532 	622 	280 	193 	1237 	1492 
MTND4P12	834 	101 	133 	157 	201 	137 
C21orf119	719 	268 	268 	166 	387 	326 
ATP5E	10388 	3236 	2972 	2288 	4972 	4214 
ZNF613	3964 	2933 	1537 	1160 	424 	528 
ANLN	2347 	4428 	2049 	1141 	7171 	9083 
SETD8	8194 	5492 	2710 	2307 	4619 	4221 
RPL7P16	4105 	2189 	1620 	1061 	2 	0 
TMEM198	341 	248 	117 	99 	1372 	1333 
GPX1	10568 	4403 	3084 	2528 	5904 	6462 
CLGN	3752 	4189 	1249 	1342 	830 	1245 
C1QTNF2	52 	30 	21 	14 	44 	73 
OCEL1	2616 	1215 	721 	649 	383 	238 
DHCR7	7440 	7867 	2456 	2595 	4780 	4804 
TEAD4	497 	256 	151 	128 	300 	288 
ETHE1	1869 	1235 	853 	527 	391 	410 
GALE	2609 	1618 	793 	717 	522 	509 
COX6A1P2	604 	169 	154 	131 	242 	172 
NDUFC1	4305 	1241 	1234 	942 	1255 	1042 
YBX3	16224 	4960 	2496 	3598 	70 	13 
COPE	10881 	5634 	3853 	2807 	5326 	5093 
GGT1	3893 	2781 	1256 	1135 	443 	326 
RPS8	54493 	20341 	15712 	12735 	13960 	14356 
SFXN5	3436 	3306 	1644 	1147 	1526 	1178 
EMC4	4854 	1841 	1294 	1140 	4725 	4809 
ORAI1	814 	531 	243 	229 	535 	378 
PPIF	8865 	7455 	3462 	2782 	16916 	22612 
POP7	1703 	755 	549 	419 	1159 	1397 
MOGAT2	1264 	459 	90 	294 	3 	2 
ZNF511	749 	421 	237 	200 	839 	728 
PVRL1	8920 	13376 	3671 	3804 	21997 	20900 
FTLP3	60 	14 	24 	13 	15 	11 
PPAPDC2	2370 	2176 	847 	776 	709 	907 
TFEB	1760 	1655 	836 	583 	688 	510 
PGK1	20368 	13629 	7219 	5810 	18958 	19987 
NPDC1	16832 	8600 	6244 	4352 	5889 	3878 
FAM72D	180 	133 	71 	54 	412 	424 
SAP30	1016 	639 	330 	284 	1643 	1555 
HIST3H2A	900 	548 	326 	249 	142 	133 
KIF18A	195 	244 	98 	75 	2219 	2222 
RPL32	38922 	15765 	12585 	9388 	15850 	15196 
MTHFD1L	319 	123 	22 	76 	100 	314 
PSMD8	10560 	6975 	3869 	3018 	5156 	5427 
C20orf24	2722 	1419 	778 	713 	1679 	1869 
NUDT1	545 	215 	193 	131 	918 	996 
EMID1	681 	357 	275 	179 	206 	142 
RPL13	47369 	16291 	14571 	10973 	13365 	13003 
POLR2L	2841 	903 	914 	646 	1420 	1118 
CITED4	1914 	761 	305 	462 	926 	343 
DIAPH3	357 	751 	326 	191 	1025 	1358 
CDH13	148 	137 	30 	49 	92 	34 
ORC6	525 	471 	250 	172 	978 	1108 
FAM98B	2758 	946 	629 	641 	3299 	3002 
C1orf21	17450 	10824 	5102 	4896 	8574 	11914 
TPM1	26827 	12140 	5946 	6757 	6242 	6750 
BNIP1	830 	438 	284 	220 	546 	766 
LSM10	1261 	580 	450 	319 	469 	541 
TM2D2	7423 	4578 	2387 	2085 	1304 	1179 
HTR6	141 	198 	69 	59 	8 	12 
TUBB6	2475 	3945 	1236 	1117 	1607 	1912 
ACN9	2270 	1200 	940 	604 	1270 	1205 
MRPS18A	1192 	633 	414 	318 	560 	540 
CCDC167	1767 	679 	505 	426 	410 	509 
SNORA67	321 	111 	106 	75 	225 	259 
PTENP1	260 	337 	165 	104 	2035 	1510 
ENDOG	563 	565 	245 	197 	852 	1688 
SLC25A1	4272 	2683 	2035 	1218 	2198 	1843 
MRPS34	4667 	2171 	1702 	1199 	1606 	1776 
ZDHHC9	8655 	7851 	3234 	2893 	1108 	971 
PPAPDC1A	100 	120 	90 	38 	110 	101 
FDFT1	6207 	8324 	2476 	2552 	1998 	3492 
MMEL1	339 	356 	101 	122 	29 	44 
ITGA10	393 	381 	209 	136 	426 	168 
ANAPC15	631 	408 	222 	183 	653 	782 
BPIFB2	643 	258 	53 	159 	11 	1 
NDUFA13	3116 	734 	923 	679 	881 	663 
TMEM47	1107 	1667 	997 	489 	22 	49 
TFAP2A	3482 	3125 	1200 	1166 	2282 	3512 
BUB1	1715 	3337 	1524 	891 	6377 	6592 
FAM127B	5654 	2603 	2036 	1460 	3173 	3577 
HMGCS1	4584 	10330 	2621 	2638 	21554 	37505 
RAB32	1703 	839 	428 	450 	587 	366 
COPS3	3153 	1030 	851 	741 	3028 	3212 
PEBP4	74 	42 	43 	21 	0 	0 
PLP2	6730 	4825 	3107 	2048 	7874 	6039 
ATP6V0B	12287 	6292 	4355 	3294 	8121 	9224 
DLL3	379 	185 	103 	100 	3040 	3071 
FBXO25	3606 	2967 	1374 	1166 	544 	514 
RPL13A	115443 	47770 	37622 	28968 	31784 	35704 
TOMM40	4174 	2928 	1737 	1261 	4106 	4716 
UBXN8	473 	297 	211 	137 	200 	199 
ZCCHC3	842 	526 	252 	243 	528 	803 
C16orf59	802 	591 	312 	247 	2966 	3027 
CFL1	42604 	26281 	15222 	12242 	19861 	25143 
TMEM178B	1591 	1986 	943 	636 	8844 	9262 
C17orf96	361 	406 	160 	136 	540 	549 
TIMM13	5356 	3268 	1964 	1534 	2297 	2845 
SRP19	2884 	1127 	728 	713 	1488 	1592 
PSMB7	7167 	4503 	2609 	2078 	5240 	5442 
HSD17B10	2931 	1810 	1341 	844 	1936 	2448 
C1QBP	2696 	1987 	1141 	834 	1729 	2162 
CKS1B	1851 	1744 	870 	641 	3622 	5106 
HMOX2	2260 	1664 	936 	700 	976 	984 
GLYATL2	161 	37 	23 	35 	6 	0 
MEX3A	4500 	6074 	2270 	1888 	22611 	22025 
LPAR2	4921 	3848 	2201 	1567 	1986 	1307 
RPS27L	3558 	1532 	974 	910 	1359 	1062 
NDUFA2	3742 	2204 	1491 	1063 	1994 	2321 
SH2D5	34 	92 	21 	23 	131 	181 
E2F2	992 	1122 	692 	378 	4367 	7783 
ASPM	2038 	3851 	1648 	1055 	18208 	17732 
ENOPH1	6571 	4759 	2937 	2029 	3407 	3344 
KPNA2	6299 	9020 	4468 	2747 	17181 	22769 
TXNDC16	8417 	8129 	2978 	2971 	4058 	2812 
SNTA1	3038 	2518 	1488 	998 	1213 	847 
BLOC1S4	1748 	993 	578 	492 	623 	865 
RABAC1	6250 	2538 	2071 	1579 	4211 	3892 
EID2	2012 	1010 	629 	543 	1248 	1463 
PEBP1	16372 	8398 	6466 	4453 	9569 	6035 
TPM4	22474 	15924 	9521 	6907 	167 	210 
MATN4	75 	9 	30 	15 	24 	33 
STAG3L5P-PVRIG2P-PILRB	240 	64 	75 	55 	155 	73 
ZNF593	447 	221 	106 	120 	348 	337 
RPL23P2	94 	35 	48 	23 	79 	67 
RCC2P6	205 	109 	61 	57 	85 	74 
EMILIN1	184 	144 	62 	59 	174 	218 
TYMS	5800 	3604 	2456 	1695 	10032 	7785 
MAPK10	25101 	15057 	16332 	7237 	2333 	2026 
TOPORS-AS1	473 	94 	132 	102 	224 	163 
ECHS1	6330 	3937 	2431 	1854 	1568 	1419 
COL2A1	4162 	49922 	23830 	9771 	130 	73 
CDK5	1125 	686 	488 	327 	649 	680 
CMC2	1437 	1043 	582 	448 	1130 	935 
F2R	1455 	3108 	1853 	825 	8 	35 
C19orf43	6848 	3106 	2158 	1801 	4676 	5104 
C19orf18	568 	91 	140 	119 	141 	53 
SIGLEC15	27 	155 	30 	33 	22 	23 
MT-RNR1	232337 	108436 	33239 	61693 	84309 	109868 
CLDN8	4750 	762 	947 	999 	12 	1 
PDCL3	1954 	1721 	1003 	667 	1195 	1492 
UCHL3	584 	113 	126 	126 	221 	154 
NSRP1P1	376 	31 	60 	74 	61 	27 
ZSCAN16-AS1	916 	311 	416 	223 	759 	966 
HOMER3	1691 	1122 	438 	511 	167 	363 
SLC35B4	2317 	2591 	1170 	892 	3588 	3496 
RPL18A	48023 	21702 	13171 	12676 	20978 	23019 
NCBP2-AS2	1573 	758 	521 	424 	681 	926 
ADAM9	30038 	55905 	14139 	15635 	4180 	4793 
GAPDHP71	32 	35 	30 	12 	1 	0 
CDC25B	1984 	1902 	1087 	708 	20475 	16839 
CD320	2994 	2084 	1353 	926 	1694 	2041 
PSMA7	7660 	5438 	2838 	2388 	5250 	6699 
ZNF532	4635 	5482 	2943 	1845 	7 	26 
DPF1	312 	200 	160 	94 	1042 	1112 
RLN1	29 	103 	47 	24 	81 	66 
ATF4	13359 	7312 	3891 	3776 	10560 	17617 
ZFAND5	31544 	27614 	11130 	10812 	10814 	13226 
PRRT4	40 	77 	38 	21 	15 	32 
CHCHD4	1476 	824 	495 	421 	470 	376 
CASC5	1213 	1194 	689 	440 	10861 	8883 
CNN1	41 	46 	35 	16 	44 	25 
AUNIP	150 	134 	66 	52 	406 	711 
CHCHD2	13086 	6325 	4962 	3555 	10103 	8349 
VPS9D1-AS1	564 	582 	403 	210 	376 	330 
PCAT6	463 	158 	121 	114 	32 	35 
TSR3	2963 	1062 	888 	740 	1488 	1252 
PTPRN2	8029 	9476 	1998 	3225 	3623 	3387 
RPL39L	1000 	429 	226 	264 	598 	584 
LAMA1	486 	255 	100 	137 	78 	73 
SRXN1	465 	593 	209 	195 	102 	98 
PDCD4-AS1	113 	76 	63 	35 	62 	65 
MAGEH1	2938 	1313 	988 	786 	568 	784 
TNK2	11410 	12018 	4496 	4330 	6923 	5324 
ERCC6L	576 	942 	337 	281 	1494 	1843 
NOL3	1677 	1109 	805 	515 	138 	167 
AAED1	1012 	605 	212 	299 	290 	160 
DNAJC25	1646 	788 	570 	451 	715 	725 
RACGAP1	3713 	4971 	2610 	1608 	11345 	14066 
PYCR1	4302 	6923 	3081 	2078 	981 	2111 
LYPLA2	10311 	5919 	2353 	3005 	3615 	4130 
MSLN	46 	59 	32 	19 	28 	9 
CCDC81	144 	48 	25 	36 	59 	40 
RPS19	29294 	9679 	8579 	7228 	9526 	10959 
LRP3	4690 	3434 	2000 	1507 	3248 	2859 
HOXC6	1154 	316 	325 	273 	492 	1511 
GRAMD2	405 	424 	258 	154 	110 	72 
RPL14	23428 	11712 	8656 	6522 	11096 	12130 
DGCR6L	2647 	1031 	893 	683 	3561 	2718 
HCN2	101 	106 	35 	38 	1564 	2182 
C9orf152	5530 	2552 	1461 	1502 	66 	71 
PPAPDC1B	33698 	21963 	11263 	10343 	3511 	3244 
PDXP	93 	92 	45 	34 	937 	1203 
